Circular Number,Circular Date,Text,Predicted Redshift,Predicted GRB Number,Predicted Telescope Name,Predicted Redshift Type
10752,2010-05-13 07:39:53.000,"GRB 100513A: Gemini/GMOS Spectroscopic RedshiftS. B. Cenko, D. A. Perley, A. N. Morgan, C. R. Klein, J. S. Bloom, N. R.
Butler, and B. E. Cobb (UC Berkeley) report on behalf of a larger
collaboration:

We have obtained an optical spectrum of the afterglow (Morgan et al., GCN
10747) of GRB 100513A (Baumgartner et al., GCN 10746) with the Gemini
Multi-Object Spectrograph mounted on the 8 m Gemini North
telescope.  Observations began at 6:13 UT on 13 May (~ 4.1 hours after the
GRB) and cover the wavelength range from 6000-10000 A.

The spectrum exhibits a strong break at approximately 7000 A which we
associate with a damped Ly-alpha system at z ~ 4.8.  We identify a series
of narrow absorption features redward of Ly-alpha, including O I 1302, Si
II 1304, C II 1334, C II* 1335, Si IV 1393, 1402, Si II 1526, and C IV
1548, 1550 all at a common redshift of z = 4.772.  The presence of C II*,
along with Ly-alpha forest continuum emission blueward of 7000 A, strongly
suggest this is the redshift of the GRB host galaxy.

The presence of the Ly-alpha break at 7000 A further explains the
relatively faint R-band afterglow observed by Perley et al (GCN 10750;
also Updike et al., GCN 10748).

We wish to thank the entire Gemini staff, in particular Richard McDermid,
for the prompt execution of these observations.",4.772,GRB 100513A,Gemini North,Spectroscopic
10782,2010-05-19 15:28:57.000,"GRB 100518A: GROND afterglow observation and photo-zP. Afonso, P. Schady, T. Kruehler and J. Greiner (all MPE Garching) 
report on behalf of the GROND team:

We observed the field of GRB 100518A (Mereghetti et al., GCN 10772) 
simultaneously in g'r'i'z'JHK with GROND (Greiner et al. 2008, PASP 120, 
405) mounted at the 2.2 m MPI/ESO telescope at La Silla Observatory (Chile).

Observations started at 09:12 UT on May 19, 21.7 hours after the GRB 
trigger, and continued for 1 hour.

In stacked images of 50 min total integration time in g'r'i'z' we detect 
the optical afterglow (Cano et al., GCN 10776) in r'i' and z'.

Preliminary photometry yields the following AB magnitudes and upper limits:

g' > 25.3
r' = 23.8 +- 0.1
i' = 23.6 +- 0.2
z' = 23.5 +- 0.2

calibrated against the GROND zeropoints and 2MASS field stars. After 
correcting for the foreground reddening of E(B-V)=0.07 (Schlegel et al. 
1998) and assuming no intrinsic extinction, a fit with Hyper-z 
(Bolzonella et al. 2000) results in a preliminary photometric redshift 
of z = 4.0+0.3-0.5.",4.0+0.3-0.5,GRB 100518A,MPI/ESO 2.2 m telescope at La Silla Observatory (Chile),Photometric
10794,2010-05-24 05:38:17.000,"GRB 100418A: Subaru late-time optical imaging and spectroscopyT. Hattori and  K. Aoki (Subaru Telescope)
report on behalf of the Subaru GRB team:

We observed the field of GRB 100418A (Marshall et al. GCN 10612) with FOCAS
on Subaru Telescope under an excellent condition (seeing 0.3""-0.4""),
starting at 12:13 UT on May 14 2010, 25.63 days after the trigger.
Single exposure of 120 seconds in each V, Rc, and Ic bands was acquired.
We detected and resolved the host galaxy (Malesani GCN 10621), but could not
find any point source in the galaxy.  The host galaxy magnitudes (Vega
system) are V=22.62 +-0.06, Rc=21.90 +-0.03 and Ic=21.34 +-0.05.
Rc-band magnitude is consistent with the values reported in GCN 10727
(R=21.85 +-0.05 at 17.7 days after) and GCN 10783 (R=21.86 +-0.06 at 26.0
days after).
No time variation of R-band magnitude was thus detected during 17.7 days and
26.0 days.

We also performed optical spectroscopy for the host galaxy starting
12:35 UT May 14.
We used two settings of the spectrograph with 0.8"" width slit.
One was covering the wavelengths between 3900 A and 8300 A, and the other
between 5800 A and 1 micron.
The integration time of the each setting was 1 hour (1200 seconds x 3).
We found strong emission-lines such as [O II], Hgamma, Hbeta, [O III]
at z=0.624 which are same as reported in GCN 10620 and GCN 10624.
The continuum of the galaxy is very similar to that of the nearby blue
compact dwarf galaxy NGC 1140.
We could not identify any supernova feature like broad emission-lines
and bumps.",0.624,GRB 100418A,Subaru Telescope,Spectroscopic
10876,2010-06-21 14:00:38.000,"GRB 100621A: VLT/X-shooter redshiftB. Milvang-Jensen (DARK/NBI), P. Goldoni (APC/Univ. Paris 7 and SAp/CEA),
N. R. Tanvir, K. Wiersema (Univ. Leicester), D. Malesani (DARK/NBI),
A. de Ugarte Postigo (INAF-OAB), V. D'Elia (INAF-OAR and ASDC),
S. D. Vergani (GEPI/Obs. Paris and APC/Univ. Paris 7),
J. P. U. Fynbo (DARK/NBI), L. Kaper (Univ. Amsterdam),
J. Sollerman (Univ. Stockholm), on behalf of the X-shooter GRB
collaboration, and 
A. Updike (Clemson Univ.), J. Greiner, T. Kruehler (MPE Garching),
on behalf of the GROND team, report:

We observed the optical afterglow of GRB 100621A (Ukwatta et al., GCN
10870; Updike et al., GCN 10874) with the ESO VLT equipped with the
X-shooter spectrograph. The afterglow was detected in the I-band
acquisition image. Four spectra lasting 10 minutes each were obtained,
covering the spectral range 3000-25000 AA, starting on 2010 June 21,
at 10:09 UT (7.1 hr after the GRB); the observations were done during
twilight. Preliminary inspection of the spectrum reveals emission
features which we interpret as due to [O II] 3727, Hbeta and the
[O III] doublet from the underlying host galaxy, at a common redshift
z = 0.542. The [O II] line is very weak. This, together with the low
redshift and the optically faint and red afterglow supports high
extinction internal to the host (Updike et al., GCN 10874).

We caution that the data reduction was carried out using archival
calibration files. We acknowledge a particularly helpful and attentive
support from the ESO staff in Paranal: M. Olivares, T. Rivinius,
C. Ledoux, C. Martayan, and the visiting astronomers: F. Ferraro,
B. Lanzoni.",0.542,GRB 100621A,ESO VLT,Spectroscopic
1090,2001-09-08 07:28:47.000,"GRB001109, Host Galaxy Spectroscopic ObservationsV. Afanasiev, T. Fatkhullin, S. Dodonov, V. Sokolov, (SAO RAS),
A. Castro-Tirado (IAA-CSIC Granada; LAEFF-INTA, Madrid), V. Komarova,
A. Moiseev (SAO RAS), A. Cherepashchuk, K. Postnov (SAI-MSU Moscow)
report:

""On July 24, 2001 UT, we observed the field of GRB 001109 (Gandolfi, GCNs #878,
#879). The photometric conditions were good with a seeing of about 1.3 arcsec. 
We have obtained three 180-s R-band images with the SCORPIO instrument
(http://www.sao.ru/~moisav/scorpio/scorpio.html) at the 6-m telescope of SAO
RAS. At the position of the VLA radiosource (Taylor et al. GCN #880) which
is presumably a radio afteglow (Rol et al. GCN #889) we detected an extended
object as already reported by Vreeswijk et al. (GCN #886) and Greiner et al. 
(GCN#887), most likely double. Spectroscopic observations (12 x 600-s 
exposures) were obtained with the 300 lines/mm grating giving a spectral 
resolution (FWHM) of about 20 A and an effective wavelength coverage of 
3500 - 9500 A. The slit was placed along the extended object. The analysis 
revealed that the object is double with a spectra showing the continua
with clearly detected Balmer break. The redshift for each component is:

Object A:  z = 0.398 +/- 0.002, based on identification of the Halfa 6563A,
           O[III] 4959,5007AA emission lines (brighter component)


Object B:  z = 0.3399 +/- 0.0005, based on identification of the Halfa 6563A,
           Hbeta 4861AA, emission lines (fainter component)

If the radio transient is related to GRB 001109 indeed, then this is the
nearest host galaxy detected so far.

The R-band image can be seen at:
http://www.sao.ru/~sokolov/GRB/HOSTS/GRB001109/GRB001109.html

This message may be cited"".

-Vladimir Sokolov, on behalf of the RAS Special Astrophysical Observatory
GRB followup team.",0.398 +/- 0.002,GRB 001109,SAO RAS 6-m telescope,Spectroscopic
10940,2010-07-06 15:45:20.000,"Tentative redshift of GRB100704A from Swift-XRT dataS. Campana (INAF-OAB) and D. Grupe (PSU) report on behalf of the 
Swift-XRT team:

Swift XRT observed the bright GRB 100704A (Grupe et al. 2010, GCN 10929)
starting 86 s after the BAT trigger. After strong X-ray flares the light 
curve started decaying
following a power law (Grupe 2010, GCN 10935).
We selected the time interval 4,510-28,896 s after the burst onset to 
collect the Photon
Counting (PC) spectrum. During this interval the spectrum is almost 
constant as testified by
a constant power law photon index (chi2=102 with 123 degrees of freedom).

We fit the PC spectrum (comprising 2002 counts) with a (Galactic plus 
intrinsic) absorbed
cutoff power-law model (tbabs*ztbabs*cutoff) within XSPEC (the cutoff 
power-law model
provides much better results in terms of column density evaluation with 
respect to a simple
power-law model when small spectral variations are present).
We assume a Galactic column density of 1.1x1021 cm-2 (Kalberla et al. 
2005, A&A 440 775)
and allowed for a 30% variability given its high value (and sampling all 
the values obtained
within 1 degree from the source).
We fit the spectrum using C-statistics. In the intrinsic column density 
vs. redshift plane there
is a low significance (3 sigma) solution at low redshifts but the 
minimum lies at higher redshifts
with a 2 sigma confidence level solution of z=3.6^+1.1 _-1.2 and N_H 
(z)=(9.7^+9.9 _-5.6 )x10^22 cm^-2 .
Thus, even if we cannot exclude that GRB100704A is at low redshift, a 
high redshift (z~3.5),
highly absorbed (N_H (z)~1x10^23 cm^-2 ) solution is preferred.
This compares well with the non-detection with UVOT (Kuin and Grupe 
2010, GCN 10934)
and MOA robotic telescope (Omori et al. 2010, GCN 10931).
We also note that if no interviening systems are present along the line 
of sight a 90% lower
limit on the metallicity of 0.03 solar can be set (based on the 
assumption that the absorbing
medium is not Thomson thick).

The contour plot is available at
http://www.brera.inaf.it/utenti/campana/100704.gif",z=3.6^+1.1 _-1.2,GRB100704A,Swift XRT,Spectroscopic
10946,2010-07-08 13:54:02.000,"GRB 100628A: Keck/LRIS Spectroscopy of Host Galaxy CandidateS. B. Cenko, D. A. Perley, J. S. Bloom, A. N. Morgan (UC Berkeley), and A.
Cucchiara (UCB/LBNL/UCSC) report on behalf of a larger collaboration:

We have obtained spectra of the galaxy dubbed ""G7"" (Berger, GCN 10943)
inside the possible X-ray afterglow error circle (Starling et al., GCN
10941) of the short GRB 100628A (Immler et al., GCN 10895) with the Low
Resolution Imaging Spectrometer mounted on the 10 m Keck I telescope.  Our
observations began at 6:25 UT on 8 July 2010 and cover the wavelength
range from 3500-10000 A.

The spectrum is comprised of a series of narrow emission lines, clearly
resolved into two spatially distinct components and joined by a bridge of
faint continuum emission, possibly indicating an interacting or disturbed
system.  We identify the emission lines in both components as [O II], [O
III], H-alpha, and H-beta at a common redshift of z = 0.102, which we
therefore take to be the redshift of the galaxy ""G7"".",z = 0.102,GRB 100628A,10 m Keck I telescope,Spectroscopic
10971,2010-07-24 06:55:35.000,"GRB 100724A: X-shooter redshiftC. C. Thoene, A. de Ugarte Postigo (INAF-OAB), P. Vreeswijk (Univ.
Iceland), P. D'Avanzo, S. Covino (INAF-OAB), J. P. U. Fynbo (DARK/NBI) and
N. Tanvir (Univ. Leicester) report on behalf of the X-shooter
collaboration

We observed the optical afterglow of GRB 100724A (Markwardt et al., GCN
10968, Olivares et al., GCN 10969, 10970) with X-shooter at the VLT in RRM
mode on July 24, 2010, starting at 00:53 UT (11 min after the burst).

We detect several absorption lines including Fe II 2344, 2383, 2586, 2600,
the Mg II doublet (2796, 2803) and Mg I 2852 at a common redshift of 1.288
which we suggest to be the redshift of the GRB. The wavelength calibration
was obtained from archival files and is therefore considered preliminary.

We thank the Paranal staff for performing the observations, in particular
Lorenzo Monaco and Andres Pino.",1.288,GRB 100724A,VLT,Spectroscopic
10976,2010-07-24 22:31:45.000,"GRB 100724A: Swift/BAT spectral lag resultsT. N. Ukwatta (GWU/GSFC), S. D. Barthelmy (GSFC), N. Gehrels (GSFC),
C. B. Markwardt (CRESST/GSFC/UMD), J. Norris (U. Denver),
and T. Sakamoto (GSFC/UMBC) (for the Swift-BAT team):

For GRB 100724A (Markwardt et al GCN 10968), the spectral lag analysis
of the mask-weighted data from T-0.5 sec to T+2 sec yields a lag
of 316 +/- 82 msec for the 25-50 to 50-100 keV bands using light
curve binning of 64 msec. This relatively large observed lag value
puts this burst in the long burst category.

The observed T90 (1.4 +/- 0.2 sec; Swift/BAT 15-350 keV,
Markwardt et al., GCN 10972) value is in the middle of the
the soft/long bimodal distribution. The power-law fit to the
BAT spectrum gives index (PLI) of 1.92 +/- 0.21 (Markwardt et al.,
GCN 10972), which is in the middle of the Long GRB PLI distribution
and in the soft side tail of the Short GRB PLI distribution.

In summary, the observed T90 value for GRB 100724A is inconclusive.
The relatively large spectral lag value and soft spectrum points
towards long soft burst. Our conclusion is that this burst
is likely to be in the long burst category. Further observations
are encouraged to characterize the host galaxy.",No Redshift,GRB 100724A,Swift,Spectroscopic
1108,2001-10-19 16:50:57.000,"GRB010921: Spectroscopy of the Host GalaxyGRB010921: Spectroscopy of the Host Galaxy

S.G. Djorgovski, A. Mahabal, P.A. Price, J.S. Bloom, D.E. Reichart, E. Berger, 
D.W. Fox, S.R. Kulkarni, D.A. Frail, R. Sari, T. Galama, F. Harrison, and 
S. Yost report on behalf of the Caltech-NRAO-CARA GRB collaboration: 

""We obtained a spectrum of the host galaxy of the proposed afterglow of 
GRB010921 (Price et al., GCN 1107) using the Double Spectrograph at the
Palomar 200-inch telescope, on 17 October 2001 UT.  Preliminary reductions
of the spectrum indicate a redshift of z = 0.450 +- 0.005, on the basis of 
4 emission lines, [O II] 3727, H-beta, [O III] 5007, and H-alpha.  The 
spectrum is typical for an actively star-forming galaxy, with no sign of 
an active nucleus.  Further analysis is in progress.

Assuming an H_0 = 65 km/s/Mpc, Omega_m = 0.3, Omega_lambda = 0.7 cosmology,
we derive the luminosity distance of 8.30e+27 cm.  Using the fluence of 
1.0e-6 erg/cm2 (Ricker et al. GCN #1096), the total energy release in the 
restframe range 12-123 keV (redshifted bandpass of the HETE band at 8-85 keV) 
is 6.0e+50 erg.  Though no spectral information was reported, we estimate that 
the isotropic equivalent energy release in the 20-2000 keV range (see Bloom
et al. 2001, AJ, 121, 2879) was E_iso(gamma) = (2.65 +- 1.45)e+51 erg.

To conform with the constant energy of E_gamma = 5e+50 erg (Frail et al.
2001, ApJ Letters, accepted; astro-ph/0102282), the time of the jet break 
would be t_jet ~ 130 days after the GRB.  However, a possible supernova 
associated with this event may be detectable now.""

This note can be cited.",0.450 +- 0.005,GRB010921,Palomar 200-inch telescope,Spectroscopic
11113,2010-08-16 18:58:58.000,"GRB 100816A: Swift-BAT spectral lag resultsJ. Norris (U. Denver), T. N. Ukwatta (GWU/GSFC), S. D. Barthelmy (GSFC),
N. Gehrels (GSFC), M. Stamatikos (OSU/NASA/GSFC), and T. Sakamoto (GSFC/UMBC)
for the Swift-BAT team:

For GRB 100816A (Oates et al GCN 11102), the BAT team has analyzed the
spectral lags for the data from ~T-1 sec to ~T+3 sec using unmask-weighted
light curves.  The spectral lags were measured between standard BAT energy
bands: channel 1 (15-25 keV), 2 (25-50 keV), 3 (50-100 keV) and 4 (100-350 keV)
are given below.

Lag Ch4-2    10 +/- 25 ms
Lag Ch3-1    20 +/- 20 ms

We conclude from this analysis that the burst is consistent with being
a short hard burst, but the error bars are too large to be definitive.",No Redshift,GRB 100816A,Swift,No Information
