Circular Number,Circular Date,Text,Predicted Redshift,Predicted GRB Number,Predicted Telescope Name,Predicted Redshift Type,Parsed Redshift
8256,2008-09-17 09:41:53.000,"GRB 080913: Konus-Wind and Swift/BAT joint spectral analysisV. Pal'shin, S. Golenetskii, R.Aptekar, E. Mazets, D. Frederiks, and
T. Cline on behalf of the Konus-Wind team,

T. Sakamoto (GSFC/UMBC), S. D. Barthelmy (GSFC),
W. Baumgartner (GSFC/UMBC), A. P. Beardmore (U Leicester),
J. Cummings (GSFC/UMBC), E. Fenimore (LANL), N. Gehrels (GSFC),
H. Krimm (GSFC/USRA), C. Markwardt (GSFC/UMD), K. McLean (GSFC/UMD),
D. Palmer (LANL), G. Sato (GSFC/ISAS), M. Stamatikos (GSFC/ORAU),
J. Tueller (GSFC), and T. Ukwatta (GWU)
on behalf of the Swift-BAT team,

report:

We performed the Konus-Wind and the Swift/BAT joint spectral analysis
of GRB 080913 (Swift/BAT trigger #324561: Schady et al., GCN Circ. 8217,
Stamatikos et al. GCN Circ. 8222).
Since the Konus-Wind observed this GRB in the waiting mode, we only
have 3 channel spectral data for the Konus-Wind which cover the energy
range from 20 keV to 1.3 MeV.  Therefore, the joint spectral analysis of
the Konus-Wind and the Swift/BAT data enables to derive the broad-band
spectral parameters of this burst.

The time interval of the spectral data for each instrument is chosen
from  T0(BAT)-4.1 to T0(BAT)+4.7 sec where T0(BAT) is the trigger time
of BAT at 06:46:54.1 UTC.  The energy ranges which we used in the joint
spectral analysis are 20-1300 keV and 14-150 keV for the Konus-Wind and
the Swift/BAT respectively.  The spectral data of two instruments are
fit with the spectral model multiplied by the constant factor to take
into account the systematic effective area uncertainties in the response
matrices of each instrument.

The spectrum is well fit with a power-law with exponential cutoff model:
dN/dE ~ E^{alpha}*exp(-(2+alpha)*E/Epeak). The constant factors of each
instrument agree within 5%.  No systematic residual from the best fit
model is seen in the spectral data of each instrument.  The best fit
spectral parameters are: alpha = -0.89(-0.46, +0.65) and Epeak = 131
(-48/+225) keV (chi2/dof = 43.7/58).  The best fit spectral parameters
for the Band function fixing beta=-2.5 are: alpha = -0.82(-0.53, +0.75)
and Epeak = 121 (-39/+232) keV (chi2/dof = 43.9/58).  The energy fluence
in the 15-1000 keV band calculated by a power-law with exponential
cutoff model for this 8.8 sec interval is 8.5(-2.2, +6.0)x10^-7 erg/cm2

All the quoted errors are at the 90% confidence level.

Assuming z = 6.7 (Fynbo et al., GCN Circ. 8225) and a standard cosmology
model with H_0 = 71 km/s/Mpc, Omega_M = 0.27, Omega_Lambda = 0.73, the
isotropic energy  release is E_iso ~7x10^52 erg in 1 keV to 10 MeV at
the GRB rest frame extrapolating the best Band function fit fixing
beta=-2.5.

Looking only at the parameters of the prompt emission, namely T90~1 sec
and Ep ~900 keV in the GRB rest frame, this burst could be classified as
a short burst.",z = 6.7,GRB 080913,Swift-BAT and Konus-Wind,Spectroscopic,6.7
8083,2008-08-10 17:51:26.000,"GRB 080810: Keck/HIRES SpectroscopyJ.X. Prochaska (UCSC), D. Perley (UCB),
A. Howard (UCB), H.-W. Chen (Chicago),
G. Marcy (UCB), D. Fischer (SFSU), and
C. Wilburn (Keck) report on behalf of GRAASP:

""We observed the afterglow of GRB 080810 with the Keck/HIRES
echelle spectrometer for a series of 1000s exposures starting
at UT 13:47:50 under good conditions.  A quick analysis of the
2D images reveals a Lyman limit system at ~3975Ang.
We tentatively associate this feature with the host galaxy
of GRB 080810 and estimate a redshift z_GRB = 3.35.

Further analysis is in progress.""

This GCN may be cited.",3.35,GRB 080810,Keck/HIRES,Spectroscopic,3.35
851,2000-10-14 23:58:55.000,"GRB 000926:  Improved Absorber RedshiftSandra M. Castro, S. G. Djorgovski, S. R. Kulkarni, J. S. Bloom, T. J. Galama,
F. A. Harrison (Caltech), and D. A. Frail (NRAO), report on behalf of a
large collaboration:

We analysed high-resolution spectra of the optical afterglow of GRB 000926
kindly obtained at the WMKO Keck-II telescope by L. Cowie, A. Barger, et al.
on UT 2000 September 29.26, using the ESI instrument (an Echelle spectrograph).

Our preliminary analysis yields a single absorption system including the 
following lines: Si II 1526.7, C IV 1548.2 and 1550.5, Al II 1670.8, Si II
1808.0, Al III 1854.7 and 1862.8, Zn II 2026.1, Fe II 2344.2, 2373.7, 2382.8,
2586.6, and 2600.2, Mg II 2796.3 and 2803.5, and Mg I 2853.0.  The mean
redshift is z = 2.0369 +- 0.0007, presumably corresponding to the system
identified by Fynbo et al. (GCN 807) as having z ~ 2.066.  However, we see 
no evidence for any other absorption systems in these data; in particular, 
the ostensible system at z = 1.378 proposed by Fynbo et al. is likely due to
line misidentifications.

We note that the line equivalent widths appear to be unusually strong in
comparison to the general population of metallic line absorbers seen in the
spectra of quasars, suggesting a high column density and/or metallicity of
the intervening gas.  A more detailed analysis is in progress.

This note can be cited.",2.0369 +- 0.0007,GRB 000926,WMKO Keck-II telescope,Spectroscopic,2.0369
8077,2008-08-08 18:23:14.000,"GRB 080805: VLT redshift updateP. Jakobsson (U. Hertfordshire), J. P. U. Fynbo, P. M. Vreeswijk
(DARK/NBI) and A. de Ugarte Postigo (ESO) report on behalf of a
larger collaboration:

We have reduced the VLT spectra presented in Jakobsson et al.
(GCN 8062) with new calibration files and performed a thorough
line search in all four grisms (300V, 1028z, 1200R, 1400V)
covering approximately 3700-9500 A. We confirm the existence
of a line system at redshift z = 1.505 +/- 0.001 displaying
Fe II (2382,2586,2600), the Mg II doublet (2796,2803) and
Mg I (2852). In addition, there is a clear bump (flux decrease)
present between 5300-5600 A that can be interpreted as the
2175 A extinction feature at z ~ 1.5.

Apart from the z = 1.20 redshift system presented in GCN 8062,
no other significant lines are visible. We therefore conclude
that z = 1.505 is the redshift of GRB 080805.",1.505,GRB 080805,VLT,Spectroscopic,1.505
8058,2008-08-05 03:21:55.000,"GRB 080804: UVES redshiftChristina C. Thoene (DARK/NBI), Antonio de Ugarte Postigo (ESO),
PaulM. Vreeswijk, Daniele Malesani (DARK/NBI), Palli Jakobsson
(Univ. Hertfordshire) report on behalf of a larger collaboration:

We observed the afterglow of GRB 080804 (Racusin et al., GCN 8057;
Rujopakarn & Rykoff, GCN 8056) with the UVES high-resolution
spectrograph at the VLT. Observations started on 2008 Aug 5.008 UT (50
min after the GRB). We obtained two spectra with exposure times of 30
and 45 minutes. The spectra cover the wavelength range from 3500 to
9460 Angstroms.

We detect a strong DLA as well as a large range of absorption lines
including SiII, SII, OI, CII, AlII, MgI and SiII* from which we derive
a redshift of z=2.2045.

We acknowledge excellent support from the observing staff at Paranal,
including Swetlana Hubrig, Thomas Rivinius, and Yuri Belestky. We are
especially indebted to Swetlana Hubrig and Martin Netopil for using
part of their telescope time.",2.2045,GRB 080804,VLT,Spectroscopic,2.2045
7998,2008-07-22 08:45:39.000,"GRB 080721: OA fading and redshiftP. Jakobsson (U. Hertfordshire), D. Malesani, P. M. Vreeswijk,
J. P. U. Fynbo, B. Milvang-Jensen (DARK/NBI), A. de Ugarte Postigo (ESO),
B. Nordstrom (NBI), E. Stonkute (ITPA, Vilnius) and P. Sorensen (NOT)
report on behalf of a larger collaboration:

We observed the optical afterglow of GRB 080721 (Marshall et al., GCN 7988;
Chen et al., GCN 7990) with ALFOSC on the Nordic Optical Telescope at
La Palma. The afterglow is well detected in a single 300 s exposure
starting on 21.875 July 2008 (10.6 hr after the GRB). Comparison with
several USNO-B1 stars (R1 magnitudes) yields R = 20.0 +/- 0.2, where most
of the error comes from the calibration. Using the R-band magnitude
provided by Chen et al., the inferred decay index is alpha ~ 0.9.

Low resolution spectra (3 x 30 min) were also obtained. The combined
spectrum displays a strong absorption feature around 4350 A, with the flux
dropping substantially blueward of this feature. Associating it with
Ly-alpha gives a redshift of z ~ 2.6 for the burst. We find several other
absorption features, including O I, Si II, C II, Si IV, C IV, Fe II
and Al II, corresponding to a redshift of z = 2.591 +/- 0.001, consistent
with the redshift reported by D'Avanzo et al. (GCN 7997) and the UVOT
photometric redshift (Ward et al., GCN 7996).",z ~ 2.6,GRB 080721,Nordic Optical Telescope (NOT),Spectroscopic,2.6
7818,2008-06-04 20:46:50.000,"GRB 080604: Gemini-North spectroscopyK. Wiersema (U. of Leicester), J. Graham (STScI), N. Tanvir, E. Rol (U. of 
Leicester), A. Levan (U. of Warwick) and A. Fruchter (STScI) report on 
behalf of a larger collaboration:

We observed the optical afterglow of GRB 080604 (GCNC 7800, 7801) with 
Gemini-North, using the GMOS-N instrument. Spectroscopy was performed with 
the R400 grism, using 4 x 450 seconds integration time, starting at
2008 June 04, 08:58 UT.

Several absorption lines of, among others, Fe II (2382,2586,2600), Mg II 
(2796,2803) and Mg I (2026,2852) are found at a redshift of 1.416. The 
discrepancy with respect to the redshift reported in GCN 7805 may be due 
to provisional calibration files used for the HET reduction (Cucchiara 
priv. comm.).

We thank the Gemini staff astronomers for their support in obtaining these 
observations.",1.416,GRB 080604,Gemini-North,Spectroscopic,1.416
7760,2008-05-21 15:09:41.000,"GRB 080514B: pseudo-z= 1.8 from prompt emission spectrumA. Pelangeon & J-L. Atteia (LATT-OMP) report:

We used the spectral parameters of GRB 080514B
provided by Golenetskii et al. (GCNC 7751) to compute
the spectral pseudo-redshift(**) of this burst localized
by SuperAGILE/IPN (Rapisarda et al., GCN 7715).

We find a pseudo-redshift pz= 1.76  0.30

We note that this redshift estimate is consistent with
the observations of the afterglow in B band performed
with the NOT, that may imply a redshift z < 3.7
(Malesani et al., GCNC 7734). This is also consistent
with the observations of the Swift/UVOT (Holland et al.,
GCNC 7759), in which the non-detection of the afterglow
in uvw2 filters may suggest z >~ 1.9

(**) cf. http://www.ast.obs-mip.fr/grb/pz",1.8,GRB 080514B,SuperAGILE/IPN,Spectroscopic,1.8
7654,2008-05-01 10:47:05.000,"GRB 080430:  Hobby-Eberly Telescope Absorption RedshiftA. Cucchiara and D. B. Fox (Penn State) report:

""Starting on 2008 May 1.21 UT we used the Marcario LRS spectrograph
on the Hobby-Eberly Telescope (R ~ 230) to obtain a 1200s spectrum
of the optical afterglow of GRB 080430 (Guidorzi et al., GCN 7647).
The spectrum covers the wavelength range 4100 to 10,500 Angstrom.  We
clearly observe metal absorption features corresponding to the MgII
doublet (2796, 2803 A) and MgI (2852 A) at redshift z = 0.767. The
spectrum does not show any other significant features, consistent
with Calar Alto telescope observations (de Ugarte Postigo et al.,
GCN 7650).

We thank the HET staff for performing this observation.""",0.767,GRB 080430,Hobby-Eberly Telescope (HET),Spectroscopic,0.767
7602,2008-04-13 12:10:21.000,"GRB 080413A: VLT/UVES redshiftChristina C. Thoene, Daniele Malesani, Paul M. Vreeswijk, Johan P. U.
Fynbo (DARK/NBI), Pall Jakobsson (Univ. of Hertfordshire), Cedric Ledoux
and Alain Smette (ESO) report on behalf of a larger collaboration:

We observed the afterglow of GRB 080413A (GCN 7593, Rykoff & Rujopakarn;
GCN 7594, Stamatikos et al.) on Apr. 13 starting UT 06:36 with UVES at the
VLT. Spectra of 2700 s with low S/N were acquired in the DIC 2R and
2B settings covering the wavelength range between 3250 and 9000 AA.
We detect several narrow absorption features including SII, Si II, CII,
Fe II, AlII, C IV, Si IV as well as broad Lyman alpha absorption at the
highest redshift system which has z=2.433 and is very likely the redshift
of GRB 080413A.

We thank the Paranal staff for executing the observations, in particular
Swetlana Hubrig and Jose Cortes.",2.433,GRB 080413A,VLT,Spectroscopic,2.433
7601,2008-04-13 10:58:47.000,"GRB 080413B: VLT redshiftPaul M. Vreeswijk, Christina C. Thoene, Daniele Malesani, Johan P. U. 
Fynbo, Jens Hjorth (DARK/NBI), Pall Jakobsson (Univ. Hertfordshire), 
Nial R. Tanvir (Univ. Leicester), and Andrew J. Levan (Univ. Warwick), 
report on behalf of a larger collaboration:

We observed the afterglow of the possibly short GRB 080413B (Stamatikos 
et al., GCN 7598) with the ESO VLT equipped with FORS1. A 600 s spectrum 
centered on Apr 13.403 UT (49.5 min after the GRB) was acquired covering 
the range 3500-9000 AA.

 From detection of numerous absorption features, including Fe II, Mg II 
and Mg I lines, we infer a redshift z = 1.10. In particular, we detect 
the Fe II 2396 fine-structure line, which confirms this redshift is very 
likely that of the host of the GRB.

We acknowledge excellent support from the VLT staff, particularly Thomas 
Szeifert, Jose Cortes, and Gianni Marconi.",1.10,GRB 080413B,ESO VLT,Spectroscopic,1.1
7544,2008-03-30 07:19:56.000,"GRB 080330: NOT redshiftDaniele Malesani, Johan P.U. Fynbo (DARK), Pall Jakobsson (Univ. 
Hertfordshire), Paul M. Vreeswijk (DARK), Sami-Matias Niemi (NOT), 
report on behalf of a larger observation:

We observed the afterglow of GRB 080330 (Mao et al., GCN 7537) with the 
NOT equipped with ALFOSC. We clealy detect the optical counterpart 
(Klotz et al., GCN 7536; Mao et al., GCN 7537, Schaefer & Guver, GCN 
7538; Gomboc et al., GCN 7539; Bloom & Starr, GCN 7542). We measure R = 
17.55 on March 30.17596 UT (32.1 min after the GRB), assuming R = 17.61 
for the USNO star 1206-0188558 at RA = 11:16:57.541, Dec = +30:37:51.51.

A 1800 s spectrum with ALFOSC was acquired starting 46 min after the 
GRB, covering the range 3700-8000 AA. A preliminary reduction of the 
data reveals absorption features in the spectrum from C IV, Zn II, Fe 
II, and Mg II at redshift z=1.51.

We acknowledge excellent support from the NOT staff",z=1.51,GRB 080330,NOT,Spectroscopic,1.51
7444,2008-03-19 13:34:33.000,"VLT/UVES redshift of GRB 080319BP.M. Vreeswijk (DARK), A. Smette (ESO), D. Malesani, J.P.U. Fynbo, Bo
Milvang-Jensen (DARK), P. Jakobsson (U. Hertfordshire), A.O. Jaunsen
(U. Oslo) and C. Ledoux (ESO) report on behalf of a larger
collaboration:

We observed the optical afterglow of GRB 080319B (Racusin et al., GCN
7427) with the Ultraviolet and Visual Echelle Spectrograph (UVES)
mounted at ESO's VLT Kueyen. Observations were performed in
rapid-response mode starting on 2008 March 19 at 07:18 UT.

The highest redshift system that we identify based on the MgII doublet
and various other features has z=0.937, the presumed redshift of GRB
080319B. Another system is identified at z=0.530.

We acknowledge excellent support from the observing staff at Paranal,
in particular Swetlana Hubrig and Elena Mason.",0.937,GRB 080319B,ESO's VLT Kueyen,Spectroscopic,0.937
7388,2008-03-10 10:13:12.000,"GRB 080310: Lick/Kast SpectroscopyJ.X. Prochaska (UCSC), M. Murphy (Swinburne),
A.L. Malec (Swinburne), K. Miller (Lick)
report on behalf of GRAASP:

""We observed the afterglow of GRB 080310 with the Kast
dual spectrometer for a series of 900s exposures starting
at UT 09:06 under good conditions.  Analysis of the red side
reveals a series of strong absorption features (SiIV, CIV,
AlII 1670) consistent with the redshift z=2.4266.  At
present we consider this to be the redshift of GRB 080310.

Further analysis is in progress.""


This GCN may be cited.

----------------------------------------------
Jason X. Prochaska
UCO/Lick Observatory
UC Santa Cruz
Santa Cruz, CA 95064

xavier@ucolick.org
http://www.ucolick.org/~xavier/
831-459-2135 (Direct)
831-459-2991 (UCO/Lick Main)
831-459-5244 (Fax)",2.4266,GRB 080310,UCO/Lick Observatory,Spectroscopic,2.4266
7286,2008-02-10 12:22:25.000,"GRB 080210: VLT redshiftPall Jakobsson (U. Hertfordshire), Paul M. Vreeswijk, Daniele Malesani
(DARK, NBI), Andreas O. Jaunsen (U. Oslo), Johan P. U. Fynbo, Jens
Hjorth (DARK, NBI) and Nial R. Tanvir (U. Leicester) report on behalf
of a larger collaboration:

Using FORS2 on the Very Large Telescope, we have obtained a 10 min
spectrum (grism 300V) of the optical afterglow of GRB 080210 (Grupe et
al., GCN 7281).

The acquisition image shows the UVOT optical afterglow candidate to
have R = 18.8 on Feb 10.351 UT (0.597 hours after the GRB) using
photometric zeropoints from the ESO webpages. We also obtained an
R-band image at 1.65 hours after the GRB indicating a decay index of
0.76 +/- 0.04.

The spectrum is rich in absorption features, including Ly-alpha, Si II, 
C II, Si IV, C IV, Fe II and Al II, corresponding to a redshift of
z = 2.641. This is consistent with the redshift upper limit (z < 3.5)
reported by GROND (Kuepcue Yoldas et al., GCN 7283). There is also a
tentative detection of Ly-alpha in emission superimposed on the DLA
trough.

We thank the Paranal staff for excellent support, especially Paul
Lynam.",2.641,GRB 080210,Very Large Telescope (VLT),Spectroscopic,2.641
7152,2007-12-28 07:38:17.000,"GRB 071227: VLT probable redshift of the candidate host galaxyP. D'Avanzo (INAF-OA),  F. Fiore (INAF-OAR), S. Piranomonte (INAF-OAR), 
S. Covino, G. Tagliaferri (INAF-OAB), G. Chincarini (Univ. Bicocca) and 
L. Stella (INAF-OAR) report, on behalf of the MISTICI collaboration:

We observed the field of GRB 071227 (Sakamoto et al., GCN 7147; Sato et 
al. GCN 7148) with the ESO-VLT equipped with the FORS2 camera. A 
spectrum (grism 300V) of the galaxy inside the XRT error box (Cucchiara 
& Sakamoto GCN 7150; Berger et al. GCN 7151) taken on Dec 28.1885 (about 
8.3 hours after the burst) displays an emission line at 5154.77 A. 
Interpreting this feature as [O II] 3728 we infer a tentative redshift 
of z = 0.383 (based on a preliminary wavelength calibration).

We thank the Paranal staff for excellent support, especially Elena Valenti.",0.383,GRB 071227,ESO-VLT,Spectroscopic,0.383
7088,2007-11-14 14:18:30.000,"GRB 071112C: emission lines and refined VLT redshiftPall Jakobsson (U. Hertfordshire), Johan P. U. Fynbo,
Daniele Malesani, Paul M. Vreeswijk, Jens Hjorth, Dong Xu
(DARK, NBI) and Jesper Sollerman (DARK, NBI;  U. Stockholm)
report on behalf of a larger collaboration:

We have flux calibrated the VLT spectrum of the GRB 071112C
optical afterglow (Jakobsson et al., GCN 7076). We clearly
detect four emission lines: [O II] 3727, [Ne III] 3869 and
[O III] 4960,5008. Using the relations by Kennicutt (1998,
ARA&A, 36, 189), the flux of the [O II] line corresponds to
a star formation rate (SFR) of approximately 0.5 M_Sun/year.
This value has not been corrected for host extinction or slit
loss, and is therefore a strict lower limit to the actual SFR.

The flux ratio of [Ne III] and [O II] is typical of GRB
host galaxies, with log([Ne III]/[O II]) ~ -0.5 (see Fig 4
in Wiersema et al., arXiv:0706.1345v1). The presence of
such strong emission lines in the OA spectrum indicates
a fairly bright host, approximately 24 < R < 25 (see also
Nugent & Bloom, GCN 7069).

Finally, using new wavelength calibration files we report
a more accurate absorption redshift (based on 8 lines):
z = 0.8230 +/- 0.0003.",0.8230 +/- 0.0003,GRB 071112C,VLT,Spectroscopic,0.823
